unit,status,no_rooms,no_bath,area(ftsq),id
#6M,"Off-Market on 12/17/2015 at $2,550",studio,1 bath,392 ftsq,777419
#7,"Off-Market on 10/09/2013 at $3,700",3 beds,1 bath,800 ftsq,777419
#7A,"Off-Market on 07/24/2016 at $2,750",1 bed,1 bath,,777419
#7B,"Off-Market on 07/20/2017 at $2,995",studio,1 bath,520 ftsq,777419
#7D,"Off-Market on 08/19/2016 at $3,050",1 bed,1 bath,700 ftsq,777419
#7E,"Off-Market on 03/05/2010 at $2,850",1 bed,1 bath,765 ftsq,777419
#7F,"Off-Market on 08/18/2015 at $4,200",1 bed,2 baths,890 ftsq,777419
#7G,"Listed for rent at $2,400",studio,1 bath,,777419
#7H,"Off-Market on 10/31/2017 at $3,150",studio,1 bath,607 ftsq,777419
#7H,Off-Market,,,607 ftsq,777419
#7H,Off-Market,,,607 ftsq,777419
#7J,"Off-Market on 05/18/2017 at $3,150",studio,1 bath,707 ftsq,777419
#7K,"Off-Market on 05/17/2018 at $2,550",studio,1 bath,,777419
#7L,"Off-Market on 05/10/2018 at $5,100",2 beds,2 baths,,777419
#7M,"Off-Market on 01/25/2018 at $2,595",studio,1 bath,,777419
#8A,"Off-Market on 09/20/2016 at $2,950",2 beds,1 bath,602 ftsq,777419
#8B,"Off-Market on 08/24/2017 at $2,995",studio,1 bath,525 ftsq,777419
#8C,"Off-Market on 09/24/2016 at $4,995",2 beds,2 baths,"1,010 ftsq",777419
#8D,"Off-Market on 09/04/2015 at $3,100",studio,1 bath,600 ftsq,777419
#8E,"Off-Market on 04/27/2016 at $3,850",1 bed,1 bath,790 ftsq,777419
#8F,"Off-Market on 06/01/2015 at $4,100",2 beds,1 bath,892 ftsq,777419
#8H,"Off-Market on 08/24/2018 at $3,250",studio,1 bath,,777419
#8J,"Off-Market on 02/23/2016 at $3,100",1 bed,1 bath,,777419
#8K,"Off-Market on 06/13/2017 at $2,650",studio,1 bath,421 ftsq,777419
#9A,"Off-Market on 08/10/2018 at $3,050",studio,1 bath,600 ftsq,777419
#9B,"Off-Market on 11/28/2016 at $2,795",studio,1 bath,525 ftsq,777419
#9C,"Off-Market on 01/23/2017 at $4,795",2 beds,1 bath,,777419
#9D,"Off-Market on 05/11/2015 at $3,000",studio,1 bath,610 ftsq,777419
#9E,"Off-Market on 01/16/2017 at $3,895",1 bed,1 bath,775 ftsq,777419
#9F,"Off-Market on 11/21/2009 at $2,830",2 beds,2 baths,900 ftsq,777419
#9G,"Off-Market on 05/25/2018 at $2,725",studio,1 bath,510 ftsq,777419
#9J,"Off-Market on 08/01/2017 at $3,250",studio,1 bath,710 ftsq,777419
#9K,"Off-Market on 06/15/2017 at $2,650",studio,1 bath,425 ftsq,777419
#9L,"Off-Market on 06/08/2018 at $5,200",2.5 beds,2 baths,"1,030 ftsq",777419
#9N,"Off-Market on 10/02/2018 at $3,500",1 bed,1 bath,,777419
#10,"Off-Market on 10/12/2013 at $3,315",studio,1 bath,,777419
#10B,"Off-Market on 04/10/2018 at $2,950",2 beds,1 bath,525 ftsq,777419
#10C,"Off-Market on 02/26/2014 at $4,498",2 beds,2 baths,,777419
#10D,"Off-Market on 03/13/2017 at $2,950",1 bed,1 bath,,777419
#10G,"Off-Market on 06/26/2018 at $2,725",studio,1 bath,507 ftsq,777419
#10J,"Off-Market on 10/11/2013 at $3,195",1 bed,1 bath,,777419
#10K,"Off-Market on 05/10/2018 at $2,650",studio,1 bath,425 ftsq,777419
#10L,"Off-Market on 01/22/2015 at $4,800",2 beds,2 baths,"1,030 ftsq",777419
#10M,"Off-Market on 05/18/2018 at $2,625",studio,1 bath,400 ftsq,777419
#10N,"Off-Market on 03/31/2015 at $3,250",1 bed,1 bath,,777419
#10KK,"Off-Market on 10/25/2012 at $2,350",studio,1 bath,,777419
#11A,"Off-Market on 03/14/2017 at $2,875",studio,1 bath,,777419
#11B,"Off-Market on 07/30/2009 at $1,975",1 bed,1 bath,,777419
#11C,"Off-Market on 06/01/2015 at $4,900",2 beds,2 baths,"1,010 ftsq",777419
#11D,"Off-Market on 08/17/2017 at $3,375",1 bed,1 bath,620 ftsq,777419
#11E,Off-Market,,,606 ftsq,777419
#11G,"Listed for rent at $2,565",studio,1 bath,500 ftsq,777419
#11J,"Off-Market on 04/06/2016 at $3,100",studio,1 bath,710 ftsq,777419
#11M,Off-Market,,,678 ftsq,777419
#11R,"Off-Market on 07/01/2014 at $3,095",2 beds,1 bath,,777419
#12A,"Off-Market on 05/23/2014 at $6,000",2 beds,1 bath,650 ftsq,777419
#12B,"Off-Market on 09/07/2018 at $3,075",studio,1 bath,616 ftsq,777419
#12C,"Off-Market on 09/05/2016 at $5,100",3 beds,1 bath,"1,200 ftsq",777419
#12D,"Off-Market on 05/03/2017 at $3,150",1 bed,1 bath,610 ftsq,777419
#12E,Off-Market,,,610 ftsq,777419
#12F,"Off-Market on 08/28/2014 at $3,450",1 bed,1 bath,700 ftsq,777419
#12J,"Off-Market on 01/09/2018 at $3,650",1 bed,1 bath,,777419
#13,"Off-Market on 10/22/2013 at $4,495",4 beds,2 baths,"1,000 ftsq",777419
#13B,"Off-Market on 06/14/2016 at $2,950",1 bed,1 bath,650 ftsq,777419
#13C,"Off-Market on 09/13/2016 at $5,100",2 beds,2 baths,"1,200 ftsq",777419
#13D,"Off-Market on 06/30/2017 at $3,250",1 bed,1 bath,600 ftsq,777419
#13E,"Off-Market on 05/10/2018 at $3,250",1 bed,1 bath,610 ftsq,777419
#13F,"Off-Market on 12/15/2017 at $3,250",studio,1 bath,670 ftsq,777419
#13H,Off-Market,,,997 ftsq,777419
#13J,"Off-Market on 07/17/2018 at $3,250",studio,1.5 baths,780 ftsq,777419
#13L,"Off-Market on 05/10/2018 at $3,695",1 bed,1 bath,774 ftsq,777419
#14A,"Off-Market on 02/06/2015 at $2,850",studio,1 bath,,777419
#14B,"Off-Market on 08/18/2015 at $2,900",studio,1 bath,525 ftsq,777419
#14C,"Off-Market on 05/03/2018 at $5,100",2 beds,2 baths,"1,050 ftsq",777419
#14D,"Off-Market on 09/16/2014 at $3,795",3 beds,1 bath,"1,200 ftsq",777419
#14E,"Off-Market on 07/24/2014 at $3,800",1 bed,1 bath,750 ftsq,777419
#14F,Off-Market,,,,777419
#14G,"Off-Market on 06/11/2014 at $4,500",2 beds,2 baths,,777419
#14H,Off-Market,,,761 ftsq,777419
#14J,"Off-Market on 03/29/2018 at $4,195",1 bed,2 baths,995 ftsq,777419
#14K,"Off-Market on 06/05/2014 at $4,500",2 beds,2 baths,,777419
#14L,"Off-Market on 07/13/2018 at $3,795",1 bed,1 bath,,777419
#14M,"Off-Market on 01/26/2016 at $3,250",1 bed,1 bath,580 ftsq,777419
#14R,"Off-Market on 09/06/2014 at $3,850",3 beds,1 bath,,777419
#15A,"Off-Market on 07/07/2014 at $5,500",1 bed,1 bath,,777419
#15C,"Off-Market on 07/02/2014 at $3,795",2 beds,2 baths,"1,200 ftsq",777419
#15F,"Off-Market on 07/24/2014 at $3,450",3 beds,2 baths,,777419
#15R,"Off-Market on 06/02/2014 at $3,050",1 bed,1 bath,,777419
#16A,"Off-Market on 07/28/2014 at $4,900",2 beds,2 baths,,777419
#18A,"Off-Market on 10/24/2013 at $2,850",1 bed,1 bath,,777419
#18D,"Off-Market on 01/31/2014 at $4,500",3 beds,2 baths,"1,300 ftsq",777419
#19C,"Off-Market on 09/26/2014 at $4,369",2 beds,2 baths,,777419
#19D,"Off-Market on 03/04/2014 at $4,300",2 beds,2 baths,"1,000 ftsq",777419
#20A,"Off-Market on 09/09/2013 at $2,950",2 beds,1 bath,,777419
#20N,"Off-Market on 10/17/2013 at $2,800",2 beds,1 bath,,777419
#22A,"Off-Market on 08/01/2013 at $3,850",3 beds,1 bath,,777419
#HEJ,"Off-Market on 06/11/2014 at $3,000",1 bed,1 bath,750 ftsq,777419
#24B,"Off-Market on 04/22/2014 at $4,495",2 beds,2 baths,"1,050 ftsq",777419
#25A,"Off-Market on 05/29/2014 at $3,450",3 beds,2 baths,"1,200 ftsq",777419
#P/H1,"Off-Market on 12/14/2017 at $9,500",3 beds,2.5 baths,"1,700 ftsq",777419
#25F,"Off-Market on 06/23/2014 at $4,695",2 beds,2 baths,"1,050 ftsq",777419
#25K,"Off-Market on 03/18/2014 at $3,725",2 beds,1 bath,800 ftsq,777419
#27D,"Off-Market on 09/26/2014 at $5,400",2 beds,2 baths,,777419
#27H,"Off-Market on 02/11/2014 at $2,785",1 bed,1 bath,720 ftsq,777419
#27K,"Off-Market on 03/31/2014 at $3,925",2 beds,2 baths,800 ftsq,777419
#28,"Off-Market on 10/22/2013 at $3,845",3 beds,1 bath,800 ftsq,777419
#28H,"Off-Market on 03/07/2014 at $2,785",1 bed,1 bath,720 ftsq,777419
#29B,"Off-Market on 04/14/2014 at $4,495",2 beds,2 baths,"1,050 ftsq",777419
#401,"Off-Market on 05/13/2014 at $2,795",1 bed,1 bath,,777419
#515,"Off-Market on 09/18/2014 at $6,000",4 beds,2 baths,,777419
#708,"Off-Market on 04/14/2014 at $2,795",1 bed,1 bath,850 ftsq,777419
NA_9575,Off-Market,,,,777419
NA_10048,Off-Market,,,,777419
NA_21694,Off-Market,,,,777419
NA_22576,Off-Market,,,,777419
NA_57922,Off-Market,,,,777419
#1006,"Off-Market on 04/16/2014 at $3,295",1 bed,1 bath,875 ftsq,777419
NA_81331,Off-Market,,,,777419
NA_86589,Off-Market,,,,777419
NA_124062,Off-Market,,,,777419
NA_136125,Off-Market,,,,777419
#1226,"Off-Market on 12/04/2013 at $2,795",1 bed,1 bath,675 ftsq,777419
#1710,"Off-Market on 10/16/2014 at $3,350",1 bed,1 bath,,777419
#2207,"Off-Market on 12/13/2013 at $4,350",2 beds,2 baths,"1,159 ftsq",777419
APT-PH/1,"Off-Market on 04/06/2018 at $8,906",3 beds,2 baths,"2,000 ftsq",777419
APT-PH1,"Off-Market on 02/21/2018 at $8,906",3 beds,2.5 baths,"1,700 ftsq",777419
#PH,"Off-Market on 07/08/2013 at $5,800",2 beds,2 baths,"1,300 ftsq",777419
#PH/1,"Off-Market on 01/18/2018 at $9,500",3 beds,2.5 baths,"1,700 ftsq",777419
#PH1,"Off-Market on 03/23/2018 at $9,500",3 beds,2.5 baths,"1,750 ftsq",777419
#1,Off-Market,,,,74264
#2,Off-Market,,,,74264
#3,Off-Market,,,,74264
#1,"Sold on 07/19/2011 for $695,000",2 beds,1 bath,,786548
#2,Off-Market,,,,786548
#5,Off-Market,,,,786548
#6,"Sold on 12/07/2009 for $799,000",3 beds,1 bath,"1,080 ftsq",786548
#2,"Off-Market on 10/10/2018 at $2,370",2 beds,1 bath,,72935
#-802,Off-Market,,,,776211
#2BD,"Off-Market on 10/15/2013 at $5,195",2 beds,2 baths,"1,300 ftsq",776211
#4,"Off-Market on 02/25/2012 at $4,850",2 beds,1 bath,"1,200 ftsq",776211
#7,Off-Market,,,"1,700 ftsq",776211
#7F,"Off-Market on 07/02/2012 at $3,795",1 bed,1 bath,955 ftsq,776211
#10,"Off-Market on 04/18/2013 at $6,000",2 beds,2 baths,,776211
#10A,"Off-Market on 03/24/2008 at $23,000",4 beds,3 baths,"3,100 ftsq",776211
#12I,"Off-Market on 02/01/2015 at $1,950,000",2 beds,2 baths,"1,550 ftsq",776211
#14,"Off-Market on 11/03/2015 at $2,295,000",2 beds,2 baths,"1,730 ftsq",776211
#14B,"Off-Market on 10/27/2014 at $4,190",1 bed,1 bath,750 ftsq,776211
#CK,Off-Market,,,,776211
#BLB1,"Sold on 10/11/2005 for $10,421,466",,,,776211
#BLB2,"Sold on 10/11/2005 for $10,421,466",,,,776211
#BLB3,"Sold on 10/11/2005 for $10,421,466",,,,776211
#BLB4,"Sold on 10/11/2005 for $10,421,466",,,,776211
#BLB5,"Sold on 10/11/2005 for $3,381,464",,,,776211
#BLB6,"Sold on 10/11/2005 for $5,709,269",,,,776211
#S1906,"Sold on 02/19/2015 for $1,400,000",2 beds,1 bath,"1,077 ftsq",776211
#23WAL,"Sold on 11/14/2008 for $150,000,000",,,,776211
#25,"Off-Market on 04/27/2010 at $4,500",2 beds,1 bath,"1,200 ftsq",776211
#27,Off-Market,,,"1,600 ftsq",776211
#32,"Off-Market on 11/03/2015 at $5,000,000",3 beds,4 baths,,776211
APT-1704,Off-Market,2 beds,1 bath,"1,169 ftsq",776211
#LZ,Off-Market,,,,776211
#XX,"Off-Market on 11/24/2011 at $3,300",studio,1 bath,800 ftsq,776211
#LOFT,Off-Market,,,,776211
#RETL1,"Sold on 11/14/2008 for $150,000,000",,,,776211
#RETL2,"Sold on 11/14/2008 for $150,000,000",,,,776211
#RESER,"Sold on 06/18/2007 for $1,013,158",,,,776211
#180I,"Off-Market on 06/15/2017 at $3,300",1 bed,1 bath,734 ftsq,776211
#18O1,"Off-Market on 05/04/2017 at $3,100",studio,1 bath,734 ftsq,776211
#200,"Sold on 10/11/2005 for $10,421,466",,,,776211
#201,"Sold on 10/11/2005 for $10,421,466",,,,776211
#202,"Sold on 10/11/2005 for $10,421,466",,,,776211
#300,"Sold on 07/20/2006 for $6,022,294",,,,776211
#301,"Sold on 07/20/2006 for $6,022,294",,,,776211
#302,"Sold on 10/11/2005 for $3,381,464",,,,776211
#303,"Sold on 10/11/2005 for $5,709,269",,,,776211
#400,"Sold on 10/11/2005 for $3,381,464",,,,776211
#401,"Sold on 10/11/2005 for $5,709,269",,,,776211
#702,"Sold on 11/18/2015 for $1,895,000",2 beds,2 baths,"1,700 ftsq",776211
#710,"Off-Market on 01/25/2015 at $10,950",3 beds,3 baths,"2,200 ftsq",776211
