unit,status,no_rooms,no_bath,area(ftsq),id,units,stories,zip,age,Co-op,Condo,Rental Building,Single-Family Home,Doorman,Full-time Doorman,Elevator,Part-time Doorman,Cats and Dogs Allowed,Cats Only - No Dogs,Pets Allowed,ZIPCODE,SCORE
15066,#25H,2625.0,0.0,1.0,450,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15067,#25J,2800.0,2.0,1.0,600,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15068,#25J,2800.0,2.0,1.0,600,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15069,#25J,2800.0,2.0,1.0,600,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15070,#25M,4150.0,1.0,1.0,1000,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15071,#25M,4150.0,1.0,1.0,1000,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15072,#25M,4150.0,1.0,1.0,1000,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15073,#25N,4150.0,3.0,1.0,1000,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15074,#25N,4150.0,3.0,1.0,1000,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15075,#25N,4150.0,3.0,1.0,1000,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15076,#26A,2775.0,2.0,1.0,550,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15077,#26A,2775.0,2.0,1.0,550,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15078,#26A,2775.0,2.0,1.0,550,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15079,#26C,2539.0,0.0,1.0,434,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15080,#26C,2539.0,0.0,1.0,434,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15081,#26C,2539.0,0.0,1.0,434,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15082,#26D,2585.0,0.0,1.0,470,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15083,#26D,2585.0,0.0,1.0,470,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15084,#26D,2585.0,0.0,1.0,470,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15085,#26E,2625.0,0.0,1.0,407,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15086,#26E,2625.0,0.0,1.0,407,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15087,#26E,2625.0,0.0,1.0,407,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15088,#26L,4150.0,1.0,1.0,675,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15089,#26L,4150.0,1.0,1.0,675,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15090,#26L,4150.0,1.0,1.0,675,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15091,#26N,3767.0,1.0,1.0,1000,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15092,#26N,3767.0,1.0,1.0,1000,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15093,#26N,3767.0,1.0,1.0,1000,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15094,#27A,3950.0,1.0,1.0,722,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15095,#27A,3950.0,1.0,1.0,722,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15096,#27A,3950.0,1.0,1.0,722,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15097,#90W,2995.0,1.0,1.0,800,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15098,#90W,2995.0,1.0,1.0,800,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15099,#90W,2995.0,1.0,1.0,800,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15100,#100,2995.0,2.0,1.0,600,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15101,#100,2995.0,2.0,1.0,600,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15102,#100,2995.0,2.0,1.0,600,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15103,#302,2195.0,1.0,1.0,520,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15104,#302,2195.0,1.0,1.0,520,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15105,#302,2195.0,1.0,1.0,520,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15106,#418,3425.0,3.0,1.0,900,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15107,#418,3425.0,3.0,1.0,900,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15108,#418,3425.0,3.0,1.0,900,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15109,#524,2300.0,0.0,1.0,575,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15110,#524,2300.0,0.0,1.0,575,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15111,#524,2300.0,0.0,1.0,575,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15112,#2595,2595.0,0.0,1.0,544,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15113,#2595,2595.0,0.0,1.0,544,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15114,#2595,2595.0,0.0,1.0,544,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15115,#PHA,4000.0,1.0,1.0,735,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15116,#PHA,4000.0,1.0,1.0,735,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15117,#PHA,4000.0,1.0,1.0,735,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15118,#PHB,3429.0,1.0,1.0,647,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15119,#PHB,3429.0,1.0,1.0,647,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15120,#PHB,3429.0,1.0,1.0,647,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15121,#PHC,4150.0,1.0,1.0,620,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15122,#PHC,4150.0,1.0,1.0,620,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15123,#PHC,4150.0,1.0,1.0,620,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15124,#PHD,4650.0,1.0,1.0,819,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15125,#PHD,4650.0,1.0,1.0,819,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15126,#PHD,4650.0,1.0,1.0,819,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15127,#PHE,3175.0,3.0,1.0,500,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15128,#PHE,3175.0,3.0,1.0,500,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15129,#PHE,3175.0,3.0,1.0,500,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15130,#PHF,3425.0,1.0,1.0,715,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15131,#PHF,3425.0,1.0,1.0,715,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15132,#PHF,3425.0,1.0,1.0,715,775804,397.0,27.0,10006.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10006.0,21.954471544715446
15164,#0H,6400.0,2.0,2.0,1337,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15165,#D,5000.0,2.0,2.0,1195,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15166,#D17,5700.0,2.0,2.0,1325,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15167,#E,3795.0,1.0,1.5,891,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15168,#G,2695.0,0.0,1.0,580,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15169,#10B,4200.0,1.0,1.0,900,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15170,#11A,978000.0,1.0,1.5,931,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15171,#11B,1150000.0,1.0,1.5,859,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15172,#11C,3095.0,0.0,1.0,581,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15173,#11D,3600.0,1.0,1.5,825,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15174,#11E,5295.0,2.0,2.0,1096,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15175,#11F,2900.0,0.0,1.0,621,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15176,#11H,5500.0,2.0,2.0,1338,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15177,#12,1150000.0,1.0,1.5,850,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15178,#12A,1055000.0,1.0,1.5,930,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15179,#12B,1139000.0,1.0,1.5,859,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15180,#12C,690000.0,0.0,1.0,590,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15181,#12D,3995.0,1.0,1.5,826,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15182,#12E,1350000.0,1.0,2.0,1100,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15183,#12F,697000.0,0.0,1.0,613,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15184,#12G,850000.0,1.0,1.0,730,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15185,#12H,5395.0,1.0,1.5,1338,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15186,#14A,4200.0,1.0,1.5,931,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15187,#14B,988000.0,1.0,1.5,859,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15188,#14C,3650.0,1.0,1.0,580,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15189,#14D,3995.0,1.0,1.5,831,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15190,#14E,4500.0,2.0,2.0,1096,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15191,#14G,3795.0,1.0,1.0,729,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15192,#14H,1280000.0,2.0,2.0,1340,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15193,#15B,5000.0,2.0,2.0,1123,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15194,#15C,950000.0,2.0,2.0,1181,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15195,#15D,975000.0,1.0,1.5,900,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15196,#15DD,990000.0,1.0,1.5,940,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15197,#15DF,975000.0,1.0,1.5,900,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15198,#16A,4200.0,1.0,1.5,930,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15199,#16C,3100.0,0.0,1.0,585,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15200,#16D,3995.0,1.0,1.5,826,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15201,#16E,5000.0,1.0,2.0,1115,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15202,#16G,740000.0,0.0,1.0,560,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15203,#16FB,4450.0,1.0,1.5,946,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15204,#16H,4995.0,1.0,2.0,1315,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15205,#16GG,2800.0,0.0,1.0,570,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15206,#17A,4250.0,1.0,1.5,905,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15207,#17B,1198000.0,1.0,1.5,1066,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15208,#17C,3195.0,0.0,1.0,585,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15209,#17D,3995.0,1.0,1.5,826,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15210,#17F,999000.0,1.0,1.5,946,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15211,#17G,699000.0,0.0,1.0,570,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15212,#17H,1200000.0,1.5,2.0,1337,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15213,#17GH,2400000.0,2.0,3.0,1907,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15214,#18A,1200000.0,1.0,1.5,930,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15215,#18B,4295.0,1.0,1.0,1051,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15216,#18C,691750.0,0.0,1.0,581,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15217,#18D,4100.0,1.0,1.5,826,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15218,#18F,4200.0,1.0,1.5,934,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15219,#18H,2275000.0,2.0,2.0,1337,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15220,#18GH,2375000.0,3.0,3.0,1975,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15221,#19A,1095000.0,1.0,1.5,930,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15222,#19B,949000.0,1.0,1.5,1051,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15223,#19C,2800.0,0.0,1.0,585,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15224,#19D,3750.0,1.0,1.5,826,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15225,#19E,980000.0,2.0,2.0,1101,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15226,#19F,6795.0,2.0,2.0,1338,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15227,#19H,5500.0,1.0,2.0,1337,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15228,#19FG,1420458.0,2.0,2.5,1504,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15229,#19HH,5800.0,2.0,2.0,1336,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15230,#20A,4250.0,1.0,1.5,930,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15231,#20B,930000.0,1.0,1.5,1051,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15232,#20C,675000.0,0.0,1.0,582,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15233,#20D,4200.0,1.0,1.5,831,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15234,#20E,5400.0,2.0,1.5,1115,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
15235,#20F,1799000.0,2.0,2.5,1507,775856,158.0,31.0,10004.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10004.0,17.659233847913093
