unit,status,no_rooms,no_bath,area(ftsq),id,units,stories,zip,age,Co-op,Condo,Rental Building,Single-Family Home,Doorman,Full-time Doorman,Elevator,Part-time Doorman,Cats and Dogs Allowed,Cats Only - No Dogs,Pets Allowed,ZIPCODE,SCORE
3221,#PH56D,2341975.0,2.0,2.0,1023,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3222,#PH56F,2599787.0,2.0,2.0,1152,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3223,#PH56F,2599787.0,2.0,2.0,1152,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3224,#PH56F,2599787.0,2.0,2.0,1152,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3225,#PH56G,1550000.0,1.0,1.0,708,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3226,#PH56G,1550000.0,1.0,1.0,708,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3227,#PH56G,1550000.0,1.0,1.0,708,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3228,#PH56H,1350000.0,1.0,1.0,606,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3229,#PH56H,1350000.0,1.0,1.0,606,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3230,#PH56H,1350000.0,1.0,1.0,606,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3231,PH-53/52-B,5405000.0,4.0,4.0,2350,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3232,PH-53/52-B,5405000.0,4.0,4.0,2350,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3233,PH-53/52-B,5405000.0,4.0,4.0,2350,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3234,PH-55-56,40000000.0,18.0,18.0,12000,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3235,PH-55-56,40000000.0,18.0,18.0,12000,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3236,PH-55-56,40000000.0,18.0,18.0,12000,776958,223.0,56.0,10006.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10006.0,21.954471544715446
3243,#1E,4400000.0,3.0,4.5,5314,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3244,#1W,2950000.0,4.0,4.5,5000,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3245,#2E,3000000.0,3.0,2.0,2134,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3246,#2W,8995.0,2.0,2.0,1913,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3247,#3E,2425000.0,2.0,2.0,2134,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3248,#3W,8900.0,2.0,1.5,1913,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3249,#4E,9500.0,3.0,2.0,2134,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3250,#4W,9400.0,2.0,2.0,1813,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3251,#6W,3600000.0,2.0,2.5,1850,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3252,#PH,17500.0,3.0,3.0,3200,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3253,#PHE,15000.0,3.0,3.0,3300,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3254,#PHW,3249000.0,2.0,2.5,1850,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3255,#PH5E,4250000.0,3.0,3.0,3300,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3256,#PH6W,8000.0,2.0,2.5,1850,780175,11.0,6.0,10013.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10013.0,22.373751422430143
3257,#3,2595.0,2.0,1.0,800,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3258,#5,2400.0,2.0,1.0,725,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3259,#7,2400.0,0.0,1.0,535,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3260,#F6,3750.0,2.0,1.0,1350,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3261,#9,2300.0,2.0,1.0,610,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3262,#11,1700.0,0.0,1.0,610,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3263,#12,2300.0,0.0,1.0,535,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3264,#14,2200.0,1.0,1.0,600,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3265,#P2,2350.0,2.0,1.0,800,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3266,#111,2250.0,0.0,1.0,700,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3267,#210,2300.0,0.0,1.0,500,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3268,#217,3100.0,3.0,1.0,625,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3269,#308,2050.0,0.0,1.0,580,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3270,#310,2300.0,2.0,1.0,500,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3271,#311,2300.0,2.0,1.0,500,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3272,#325,2300.0,0.0,1.0,500,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3273,#403,2895.0,2.0,1.0,700,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3274,#411,2300.0,0.0,1.0,500,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3275,#421,2800.0,2.0,1.0,685,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3276,#424,2600.0,1.0,1.0,530,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3277,#426,2300.0,1.0,1.0,500,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3278,#510,2600.0,1.0,1.0,700,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3279,#512,2897.0,3.0,1.0,1100,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3280,#515,2300.0,0.0,1.0,500,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3281,#516,3300.0,4.0,2.0,2000,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3282,#525,2600.0,2.0,1.0,530,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3283,#526,2600.0,1.0,1.0,530,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3284,#615,2250.0,2.0,1.0,430,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3285,#620,3000.0,1.0,1.0,550,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3286,#703,3000.0,3.0,1.0,1700,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3287,#704,2600.0,2.0,1.0,530,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3288,#715,2300.0,0.0,1.0,500,777427,196.0,8.0,10038.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10038.0,18.737752161383284
3289,#1,3650.0,1.0,1.5,950,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3290,#1,3650.0,1.0,1.5,950,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3291,#3,4675.0,2.0,2.0,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3292,#3,4675.0,2.0,2.0,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3293,#4,4940.0,2.0,2.0,1350,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3294,#4,4940.0,2.0,2.0,1350,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3295,#4B,1968405.0,2.0,2.0,1263,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3296,#4B,1968405.0,2.0,2.0,1263,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3297,#4D,380620.0,0.0,1.0,424,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3298,#4D,380620.0,0.0,1.0,424,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3299,#5,3220.0,1.0,1.0,730,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3300,#5,3220.0,1.0,1.0,730,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3301,#5F,480532.0,0.0,1.0,530,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3302,#5F,480532.0,0.0,1.0,530,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3303,#6F,485338.0,0.0,1.0,530,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3304,#6F,485338.0,0.0,1.0,530,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3305,#7,3210.0,2.0,2.0,1200,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3306,#7,3210.0,2.0,2.0,1200,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3307,#7A,1015528.0,1.0,1.0,732,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3308,#7A,1015528.0,1.0,1.0,732,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3309,#7F,510000.0,0.0,1.0,530,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3310,#7F,510000.0,0.0,1.0,530,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3311,#8D,396074.0,0.0,1.0,424,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3312,#8D,396074.0,0.0,1.0,424,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3313,#8CC,446518.0,0.0,1.0,478,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3314,#8CC,446518.0,0.0,1.0,478,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3315,#12BB,3800784.0,4.0,3.0,1955,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3316,#12BB,3800784.0,4.0,3.0,1955,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3317,#16,10000.0,2.0,2.0,1130,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3318,#16,10000.0,2.0,2.0,1130,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3319,#16D,424645.0,0.0,1.0,424,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3320,#16D,424645.0,0.0,1.0,424,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3321,#17,4500.0,2.0,2.0,2677,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3322,#17,4500.0,2.0,2.0,2677,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3323,#17A,725000.0,1.0,1.0,732,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3324,#17A,725000.0,1.0,1.0,732,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3325,#25,7950.0,3.0,3.0,1735,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3326,#25,7950.0,3.0,3.0,1735,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3327,#30,5500.0,2.0,2.0,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3328,#30,5500.0,2.0,2.0,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3329,#35,4500.0,2.0,2.0,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3330,#35,4500.0,2.0,2.0,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3331,#40,4400.0,2.0,2.0,1200,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3332,#40,4400.0,2.0,2.0,1200,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3333,#90,5500.0,3.0,2.0,1375,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3334,#90,5500.0,3.0,2.0,1375,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3335,#99,5500.0,3.0,2.0,1400,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3336,#99,5500.0,3.0,2.0,1400,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3337,#364,7700.0,3.0,3.0,1600,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3338,#364,7700.0,3.0,3.0,1600,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3339,#712,3000.0,1.0,1.0,800,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3340,#712,3000.0,1.0,1.0,800,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3341,#713,5700.0,2.0,2.0,1400,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3342,#713,5700.0,2.0,2.0,1400,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3343,#825,6800.0,3.0,3.0,1600,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3344,#825,6800.0,3.0,3.0,1600,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3345,#880,4200.0,2.0,2.0,1180,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3346,#880,4200.0,2.0,2.0,1180,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3347,#954,5900.0,3.0,2.0,1475,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3348,#954,5900.0,3.0,2.0,1475,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3349,#984,5500.0,3.0,2.0,1477,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3350,#984,5500.0,3.0,2.0,1477,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3351,#1040,5300.0,2.0,2.0,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3352,#1040,5300.0,2.0,2.0,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3353,#1235,4900.0,2.0,2.0,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3354,#1235,4900.0,2.0,2.0,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3355,#4515,4600.0,2.0,2.5,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3356,#4515,4600.0,2.0,2.5,1250,74297,2.0,3.0,10128.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10128.0,19.785361472833408
3357,#2,2900.0,2.0,1.0,600,784630,41.0,10.0,10002.0,78.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10002.0,22.02392807745505
3358,#2,2900.0,2.0,1.0,600,784630,41.0,10.0,10002.0,78.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10002.0,22.02392807745505
3359,#2A,1500.0,1.0,1.0,500,784630,41.0,10.0,10002.0,78.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10002.0,22.02392807745505
3360,#2A,1500.0,1.0,1.0,500,784630,41.0,10.0,10002.0,78.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10002.0,22.02392807745505
3361,#2B,3300.0,3.0,1.0,650,784630,41.0,10.0,10002.0,78.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10002.0,22.02392807745505
3362,#2B,3300.0,3.0,1.0,650,784630,41.0,10.0,10002.0,78.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10002.0,22.02392807745505
3363,#3D,2200.0,1.0,1.0,382,784630,41.0,10.0,10002.0,78.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10002.0,22.02392807745505
3364,#3D,2200.0,1.0,1.0,382,784630,41.0,10.0,10002.0,78.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10002.0,22.02392807745505
3365,#3E,2175.0,1.0,1.0,382,784630,41.0,10.0,10002.0,78.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10002.0,22.02392807745505
