,unit,status,no_rooms,no_bath,area(ftsq),id,date,price
9717,#23L,"Off-Market,rent",1 bed,1 bath,667 ftsq,776525, 07/07/2016 ,3616.0
9718,#23N,"Off-Market,rent",studio,1 bath,581 ftsq,776525, 05/07/2016 ,2931.0
9719,#23P,"Off-Market,rent",studio,1 bath,557 ftsq,776525, 09/02/2015 ,3321.0
9720,#23Q,"Off-Market,rent",studio,1 bath,564 ftsq,776525, 10/18/2015 ,3167.0
9721,#23S,"Off-Market,rent",studio,1 bath,556 ftsq,776525, 05/07/2016 ,2808.0
9722,#23T,"Off-Market,rent",studio,1 bath,550 ftsq,776525, 06/30/2016 ,3211.0
9723,#23U,"Off-Market,rent",studio,1 bath,545 ftsq,776525, 04/24/2017 ,2860.0
9724,#23W,"Off-Market,rent",1 bed,1 bath,867 ftsq,776525, 01/17/2018 ,4063.0
9725,#23X,"Off-Market,rent",studio,1 bath,431 ftsq,776525, 11/26/2018 ,3172.0
9726,#23Y,"Off-Market,rent",1 bed,1 bath,584 ftsq,776525, 12/11/2018 ,3400.0
9727,#23Z,"Off-Market,rent",studio,1 bath,832 ftsq,776525, 09/27/2016 ,3870.0
9728,#X,"Off-Market,rent",studio,1 bath,450 ftsq,776525, 12/16/2010 ,2217.0
9729,#Z,"Off-Market,rent",1 bed,1 bath,875 ftsq,776525, 02/16/2011 ,3162.0
9730,#VARST,"Off-Market,rent",studio,1 bath,,776525, 11/14/2008 ,2221.0
9731,#1311,"Off-Market,rent",1 bed,1 bath,689 ftsq,776525, 03/04/2014 ,3325.0
9732,#1411,"Off-Market,rent",1 bed,1 bath,,776525, 01/15/2014 ,2785.0
9733,#1802,"Off-Market,rent",2 beds,2 baths,"1,289 ftsq",776525, 01/15/2014 ,4050.0
9734,#1803,"Off-Market,rent",2 beds,2 baths,"1,289 ftsq",776525, 12/20/2013 ,4395.0
9735,#2002,"Off-Market,rent",1 bed,1 bath,,776525, 01/10/2014 ,2675.0
9736,#8383-9,"Off-Market,rent",2 beds,1 bath,,776525, 07/13/2013 ,4250.0
9737,#PHA,"Off-Market,sale",3 beds,3 baths,"18,000 ftsq",776525, 12/08/2015 ,10000.0
9738,#PHB,"Off-Market,rent",3 beds,2 baths,"1,800 ftsq",776525, 03/26/2011 ,7995.0
9739,#PHG,"Off-Market,rent",2 beds,2 baths,"1,244 ftsq",776525, 07/21/2017 ,6005.0
9740,#PHI,"Off-Market,rent",2 beds,2 baths,"1,418 ftsq",776525, 07/12/2017 ,6249.0
9741,#PHJ,"Off-Market,rent",2 beds,2 baths,"1,390 ftsq",776525, 06/16/2017 ,5704.0
9742,#PHK,"Off-Market,rent",1 bed,1 bath,970 ftsq,776525, 05/31/2009 ,3550.0
9743,#PHQ,"Off-Market,rent",studio,1 bath,,776525, 02/01/2010 ,2700.0
9744,#PHT,"Off-Market,rent",studio,1 bath,,776525, 09/24/2010 ,2585.0
9745,#15,"Off-Market,rent",2 beds,1 bath,,76681, 08/07/2018 ,2250.0
9746,#1,"Off-Market,rent",studio,1 bath,,785883, 08/23/2010 ,1700.0
9747,#2E,"Off-Market,rent",1 bed,1 bath,,785883, 06/20/2017 ,2200.0
9748,#2S,"Off-Market,rent",2 beds,1 bath,,785883, 06/04/2017 ,3395.0
9749,#5,"Off-Market,rent",4 beds,2 baths,450 ftsq,785883, 05/19/2015 ,5600.0
9750,#10,"Off-Market,rent",2 beds,1 bath,"1,000 ftsq",785883, 10/21/2014 ,3900.0
9751,#11,"Off-Market,rent",3 beds,2 baths,"1,400 ftsq",785883, 12/19/2006 ,5100.0
9752,#1/2,"Off-Market,rent",2 beds,2 baths,"1,200 ftsq",785883, 09/25/2018 ,5850.0
9753,#14,"Off-Market,rent",1 bed,1 bath,,785883, 09/29/2010 ,2300.0
9754,#16,"Off-Market,rent",1 bed,1 bath,650 ftsq,785883, 06/10/2017 ,3600.0
9755,#19,"Off-Market,sale",3 beds,2 baths,,785883, 09/07/2018 ,10000.0
9756,#34,"Off-Market,sale",3 beds,2 baths,,785883, 06/30/2010 ,1115000.0
9757,#GROUND,"Off-Market,sale",studio,1 bath,,785883, 06/01/2018 ,13000.0
